,item,similar_items
1758,376172006,"[376172006, 268305008, 376172001, 268305007, 376172002]"
1759,377239007,"[277738011, 318951022, 318951023, 354246021, 354246002]"
1760,377239008,"[377239008, 350135015, 350135017, 318914019, 318914029]"
1761,377266015,"[377266015, 384851004, 384851019, 384851023, 377266018]"
1762,377266018,"[377266018, 384851013, 384851001, 384851022, 398829007]"
1763,377277001,"[377277001, 377277024, 377277002, 377277014, 377277018]"
1764,377277002,"[377277002, 377277001, 377277024, 377277036, 377277014]"
1765,377277014,"[377277002, 377277034, 377277001, 377277036, 377277024]"
1766,377277016,"[377277001, 377277024, 377277002, 377277034, 377277036]"
1767,377277018,"[377277002, 377277034, 377277001, 377277036, 377277024]"
1768,377277020,"[377277037, 377277001, 377277024, 377277002, 377277034]"
1769,377277023,"[377277034, 377277036, 377277002, 377277001, 377277024]"
1770,377277024,"[377277024, 377277001, 377277002, 377277033, 377277036]"
1771,377277025,"[377277001, 377277024, 377277002, 377277034, 377277036]"
1772,377277027,"[377277027, 377277031, 377277037, 377277038, 377277020]"
1773,377277031,"[377277031, 377277037, 377277020, 377277027, 377277038]"
1774,377277033,"[377277033, 377277036, 377277002, 377277024, 377277001]"
1775,377277034,"[377277034, 377277036, 377277002, 377277001, 377277024]"
1776,377277035,"[377277002, 377277001, 377277024, 377277034, 377277036]"
1777,377277036,"[377277036, 377277002, 377277024, 377277001, 377277034]"
1778,377277037,"[377277037, 377277031, 377277020, 377277027, 377277038]"
1779,377277038,"[377277034, 377277002, 377277036, 377277001, 377277024]"
1780,377289002,"[377289002, 184123020, 456834011, 386463001, 344625009]"
1781,377436002,"[377436002, 356438015, 344956011, 344956026, 332055004]"
1782,377436007,"[344956021, 377436014, 377436011, 486462004, 481540003]"
1783,377436011,"[377436011, 344956021, 377436014, 486462004, 481540003]"
1784,377436014,"[377436014, 481540003, 486462004, 356438016, 344956021]"
1785,378124004,"[378124004, 378124014, 378124013, 378124007, 378124009]"
1786,378124007,"[378124007, 378124014, 378124009, 378124004, 378124013]"
1787,378124009,"[378124009, 378124012, 378124007, 378124004, 378124014]"
1788,378124012,"[378124012, 378124009, 378124007, 378124014, 378124004]"
1789,378124013,"[378124013, 378124014, 378124004, 378124007, 378124009]"
1790,378124014,"[378124014, 378124004, 378124013, 378124007, 378124009]"
1791,378135002,"[378135002, 378135022, 378135030, 378135025, 378135028]"
1792,378135003,"[378135003, 386859006, 386859007, 378135036, 378135034]"
1793,378135021,"[378135021, 378135036, 386859027, 378135003, 386859007]"
1794,378135022,"[378135002, 378135022, 378135030, 378135025, 378135028]"
1795,378135025,"[378135025, 378135002, 378135022, 378135030, 378135028]"
1796,378135026,"[378135026, 378135002, 378135022, 378135030, 378135025]"
1797,378135028,"[378135028, 378135030, 378135002, 378135022, 378135025]"
1798,378135029,"[378135029, 341782023, 378135026, 378135030, 378135002]"
1799,378135030,"[378135030, 378135002, 378135022, 378135025, 378135028]"
1800,378135031,"[378135031, 378135033, 378135032, 443860044, 341782032]"
1801,378135032,"[378135032, 378135033, 443860043, 443860005, 378135031]"
1802,378135033,"[378135033, 378135032, 443860005, 443860043, 378135031]"
1803,378135034,"[378135034, 378135003, 378135036, 378135021, 386859006]"
1804,378135036,"[378135036, 378135021, 386859027, 378135003, 386859007]"
1805,378135037,"[378135037, 378135003, 386859007, 386859006, 378135034]"
1806,378447002,"[378447002, 378447042, 378447055, 378447011, 378447031]"
1807,378447003,"[378447003, 479294003, 479294002, 378447002, 378447028]"
1808,378447004,"[378447004, 378447056, 378447022, 378447036, 378447006]"
1809,378447006,"[378447006, 378447036, 378447004, 378447056, 378447022]"
1810,378447011,"[378447011, 378447055, 378447042, 378447002, 378447023]"
1811,378447021,"[378447021, 378447004, 378447056, 378447022, 378447006]"
1812,378447022,"[378447022, 378447004, 378447056, 378447006, 378447036]"
1813,378447023,"[378447023, 378447046, 378447041, 378447011, 378447033]"
1814,378447024,"[378447024, 378447006, 378447036, 378447056, 378447029]"
1815,378447028,"[378447028, 378447011, 378447055, 378447003, 378447042]"
1816,378447029,"[378447029, 378447043, 378447024, 378447046, 378447023]"
1817,378447030,"[378447030, 378447050, 378447034, 378447021, 378447036]"
1818,378447031,"[378447031, 378447042, 378447002, 378447033, 378447011]"
1819,378447033,"[378447033, 378447031, 378447011, 378447023, 378447046]"
1820,378447034,"[378447034, 378447030, 378447050, 378447021, 378447006]"
1821,378447036,"[378447036, 378447006, 378447004, 378447056, 378447022]"
1822,378447041,"[378447041, 378447023, 378447046, 378447043, 378447011]"
1823,378447042,"[378447042, 378447002, 378447055, 378447011, 378447031]"
1824,378447043,"[378447043, 378447041, 378447046, 378447023, 378447024]"
1825,378447046,"[378447046, 378447023, 378447041, 378447011, 378447033]"
1826,378447050,"[378447050, 378447030, 378447034, 378447021, 378447004]"
1827,378447055,"[378447055, 378447011, 378447042, 378447002, 378447028]"
1828,378447056,"[378447056, 378447004, 378447022, 378447036, 378447006]"
1829,378719001,"[378719001, 292453013, 296375018, 342840001, 478641007]"
1830,379360015,"[379360015, 379360031, 379360033, 327821026, 327821029]"
1831,379360022,"[379360022, 379360038, 395658051, 379360032, 327821005]"
1832,379360023,"[379360023, 379360034, 379360053, 379360043, 327821020]"
1833,379360031,"[379360015, 379360031, 379360033, 327821026, 327821029]"
1834,379360032,"[379360032, 327821005, 327821030, 395658035, 379360038]"
1835,379360033,"[379360015, 379360031, 379360033, 327821026, 327821029]"
1836,379360034,"[379360023, 379360034, 379360053, 379360043, 327821020]"
1837,379360038,"[379360038, 379360032, 395658051, 327821005, 327821030]"
1838,379360043,"[379360043, 379360023, 379360034, 379360053, 379360048]"
1839,379360048,"[379360048, 379360043, 379360023, 379360034, 379360053]"
1840,379360052,"[379360052, 478566032, 379360048, 379360043, 379360023]"
1841,379360053,"[379360023, 379360034, 379360053, 379360043, 327821020]"
1842,379780019,"[379780019, 379780040, 379780043, 379780038, 379780045]"
1843,379780024,"[379780039, 379780045, 189654046, 379780042, 384851023]"
1844,379780027,"[379780045, 379780039, 379780042, 189654046, 384851022]"
1845,379780038,"[379780038, 379780045, 379780043, 379780040, 379780048]"
1846,379780039,"[379780039, 379780042, 379780024, 189654046, 383569009]"
1847,379780040,"[379780040, 379780019, 379780038, 379780045, 379780051]"
1848,379780042,"[379780042, 379780039, 379780024, 189654046, 488178001]"
1849,379780043,"[379780043, 379780038, 379780045, 379780019, 379780048]"
1850,379780045,"[379780038, 379780045, 379780043, 379780040, 379780048]"
1851,379780048,"[379780045, 379780039, 189654046, 377266018, 379780042]"
1852,379780051,"[379780045, 379780039, 189654046, 377266018, 379780042]"
1853,379963002,"[367372001, 341129001, 362219002, 215589001, 215589002]"
1854,380193006,"[380193006, 380193015, 380193010, 380193014, 454544001]"
1855,380193010,"[380193010, 380193006, 380193015, 454544002, 454544010]"
1856,380193014,"[380193014, 454544015, 454544001, 454544010, 454544002]"
1857,380193015,"[380193015, 380193006, 380193010, 454544001, 380193014]"
1858,380609001,"[381187006, 380609037, 252229001, 380609038, 440811006]"
1859,380609008,"[381187006, 380609037, 252229001, 440811006, 380609038]"
1860,380609010,"[380609010, 380609038, 440811010, 380609036, 380609021]"
1861,380609021,"[381187006, 380609037, 252229001, 380609038, 440811006]"
1862,380609023,"[381187006, 380609037, 252229001, 440811006, 380609038]"
1863,380609036,"[381187006, 380609037, 380609038, 252229001, 440811006]"
1864,380609037,"[380609037, 381187006, 252229001, 380609038, 440811006]"
1865,380609038,"[380609038, 380609010, 440811010, 380609036, 380609021]"
1866,380894037,"[380894037, 482660012, 482660018, 482660014, 489217006]"
1867,381038003,"[381038003, 381038004, 381038033, 381038026, 381038030]"
1868,381038004,"[381038004, 381038003, 381038033, 381038026, 381038030]"
1869,381038018,"[381038018, 381038032, 381038025, 381038030, 381038033]"
1870,381038025,"[381038025, 381038030, 381038032, 381038026, 381038018]"
1871,381038026,"[381038026, 381038030, 381038033, 381038025, 381038004]"
1872,381038030,"[381038030, 381038025, 381038032, 381038026, 381038003]"
1873,381038032,"[381038032, 381038025, 381038030, 381038026, 381038018]"
1874,381038033,"[381038033, 381038003, 381038004, 381038026, 381038030]"
1875,381187001,"[381187006, 252229001, 380609037, 440811006, 380609038]"
1876,381187006,"[381187006, 252229001, 380609037, 440811006, 380609038]"
1877,382127019,"[382127019, 382127027, 382127035, 382127040, 382127039]"
1878,382127027,"[382127027, 382127019, 382127035, 382127039, 382127040]"
1879,382127032,"[382127032, 382127040, 382127039, 382127035, 382127019]"
1880,382127035,"[382127035, 382127027, 382127039, 382127040, 382127019]"
1881,382127039,"[382127039, 382127040, 382127032, 382127035, 382127019]"
1882,382127040,"[382127040, 382127039, 382127032, 382127035, 382127019]"
1883,382468007,"[382468007, 338016009, 338016003, 338016011, 467738002]"
1884,383152002,"[383152002, 383152003, 463536001, 420387004, 420387005]"
1885,383152003,"[383152003, 383152002, 463536001, 420387004, 482818007]"
1886,383569008,"[383569008, 383569009, 384851001, 384851013, 377266018]"
1887,383569009,"[383569009, 383569008, 384851019, 384851004, 384851022]"
1888,384263008,"[384263008, 384263010, 384263013, 400342015, 400342025]"
1889,384263010,"[384263010, 384263008, 384263013, 400342025, 400342037]"
1890,384263011,"[384263011, 393772001, 393772011, 449897040, 400342003]"
1891,384263013,"[384263013, 384263008, 384263010, 449897042, 400342015]"
1892,384482001,"[384482001, 384482010, 384482008, 384482006, 384482003]"
1893,384482002,"[384482002, 384482009, 384482006, 384482003, 384482008]"
1894,384482003,"[384482003, 384482006, 384482002, 384482009, 384482008]"
1895,384482006,"[384482006, 384482003, 384482002, 384482009, 384482008]"
1896,384482008,"[384482008, 384482009, 384482002, 384482010, 384482001]"
1897,384482009,"[384482009, 384482002, 384482006, 384482003, 384482008]"
1898,384482010,"[384482010, 384482001, 384482008, 384482006, 384482003]"
1899,384654004,"[384654004, 384654023, 384654021, 384654009, 384654011]"
1900,384654009,"[384654009, 384654023, 384654021, 384654004, 384654011]"
1901,384654011,"[384654011, 384654004, 384654009, 384654022, 384654023]"
1902,384654021,"[384654021, 384654023, 384654009, 384654004, 384654022]"
1903,384654022,"[384654022, 384654021, 384654023, 384654009, 384654011]"
1904,384654023,"[384654023, 384654021, 384654009, 384654004, 384654022]"
1905,384851001,"[384851001, 384851013, 384851022, 398829001, 377266018]"
1906,384851004,"[384851004, 384851019, 384851022, 384851023, 377266015]"
1907,384851013,"[384851013, 384851001, 377266018, 384851022, 398829007]"
1908,384851019,"[384851019, 384851023, 384851004, 398829008, 384851022]"
1909,384851022,"[384851022, 384851001, 384851023, 384851013, 384851019]"
1910,384851023,"[384851023, 384851019, 384851022, 384851001, 384851004]"
1911,386399006,"[310091041, 427114019, 310091036, 310091039, 310091018]"
1912,386399009,"[310091036, 427114016, 386399006, 310091020, 373698005]"
1913,386399011,"[386399011, 310091034, 310091014, 217207047, 310091035]"
1914,386463001,"[386463006, 292453025, 292453031, 478646001, 186262013]"
1915,386463006,"[386463006, 292453025, 292453031, 478646001, 214844008]"
1916,386463014,"[386463006, 292453031, 292453025, 478646001, 214844008]"
1917,386678001,"[386678001, 386678003, 412043007, 318035015, 312829011]"
1918,386678003,"[386678003, 386678001, 412043007, 318035015, 312829011]"
1919,386681012,"[436570008, 436570024, 436570025, 475762003, 436570028]"
1920,386681013,"[386681013, 436570023, 386681018, 436570019, 386681014]"
1921,386681014,"[386681014, 436570015, 386681018, 436570021, 386681013]"
1922,386681016,"[436570025, 436570008, 436570024, 436570028, 436570033]"
1923,386681018,"[386681018, 386681013, 386681014, 436570019, 436570021]"
1924,386695004,"[386695004, 387444006, 436570015, 386681014, 436570021]"
1925,386859006,"[386859006, 378135003, 386859007, 386859027, 443860025]"
1926,386859007,"[386859007, 386859006, 378135003, 386859027, 378135036]"
1927,386859019,"[386859019, 386859037, 386859038, 386859028, 386859051]"
1928,386859026,"[386859026, 386859053, 386859044, 386859050, 386859061]"
1929,386859027,"[386859027, 378135036, 378135021, 386859007, 386859006]"
1930,386859028,"[386859028, 386859051, 386859037, 386859019, 386859038]"
1931,386859029,"[386859029, 386859028, 386859051, 386859038, 386859037]"
1932,386859030,"[386859030, 386859037, 386859019, 386859038, 386859028]"
1933,386859037,"[386859037, 386859019, 386859038, 386859028, 386859051]"
1934,386859038,"[386859038, 386859037, 386859019, 386859028, 386859051]"
1935,386859044,"[386859044, 386859026, 386859053, 386859050, 386859061]"
1936,386859050,"[386859050, 386859044, 386859061, 386859026, 386859053]"
1937,386859051,"[386859051, 386859028, 386859037, 386859019, 386859038]"
1938,386859053,"[386859026, 386859053, 386859044, 386859050, 386859061]"
1939,386859061,"[386859061, 386859050, 386859026, 386859053, 386859044]"
1940,387348012,"[387348012, 387348018, 387348016, 387348030, 387348019]"
1941,387348016,"[387348016, 387348030, 387348018, 387348012, 387348019]"
1942,387348017,"[387348017, 387348023, 387348022, 387348025, 387348021]"
1943,387348018,"[387348018, 387348012, 387348016, 387348030, 387348019]"
1944,387348019,"[387348019, 387348030, 387348016, 387348018, 387348012]"
1945,387348020,"[387348020, 387348029, 387348021, 387348022, 387348025]"
1946,387348021,"[387348021, 387348022, 387348025, 387348023, 387348017]"
1947,387348022,"[387348022, 387348025, 387348021, 387348023, 387348017]"
1948,387348023,"[387348023, 387348022, 387348025, 387348017, 387348021]"
1949,387348025,"[387348022, 387348025, 387348021, 387348023, 387348017]"
1950,387348029,"[387348029, 387348020, 387348021, 387348023, 387348017]"
1951,387348030,"[387348030, 387348016, 387348018, 387348019, 387348012]"
1952,387426012,"[387426012, 401902008, 225286014, 445901004, 445901009]"
1953,387444006,"[387444006, 386695004, 436570019, 436570023, 436570021]"
1954,387843034,"[387843034, 387843041, 387843036, 387843037, 387843035]"
1955,387843035,"[387843035, 387843041, 387843034, 387843036, 387843037]"
1956,387843036,"[387843036, 387843037, 387843041, 387843034, 387843035]"
1957,387843037,"[387843037, 387843036, 387843034, 387843041, 387843035]"
1958,387843041,"[387843041, 387843034, 387843036, 387843037, 387843035]"
1959,388573002,"[475069002, 289597012, 365102042, 428291003, 428291016]"
1960,388916006,"[388916006, 417855001, 337991001, 337991009, 337991007]"
1961,389236006,"[389236006, 410024001, 410024007, 176209023, 176209046]"
1962,389388001,"[389388001, 421941007, 397807002, 449555004, 449555006]"
1963,389479006,"[389479006, 211143037, 211143040, 211143022, 211143023]"
1964,389479007,"[211143036, 325027011, 486639011, 338400001, 338400003]"
1965,389892002,"[253176016, 453272016, 453309008, 449192001, 453309016]"
1966,390469004,"[390469004, 481110019, 481110008, 481110017, 481110002]"
1967,390469005,"[390469005, 390469006, 481110019, 390469004, 481110008]"
1968,390469006,"[390469006, 390469005, 481110019, 390469004, 481110008]"
1969,390512001,"[390512001, 390512018, 390512010, 324502001, 324502017]"
1970,390512006,"[390512006, 390512011, 324502008, 390512010, 390512001]"
1971,390512010,"[390512010, 390512001, 390512018, 390512011, 390512006]"
1972,390512011,"[390512011, 390512006, 324502008, 390512010, 390512001]"
1973,390512018,"[390512018, 390512001, 390512010, 324502003, 324502019]"
1974,390531007,"[390531007, 390531008, 453585009, 453585003, 453585014]"
1975,390531008,"[390531008, 390531007, 453585007, 453585009, 453585003]"
